-170.970 9.85
-163.547 14.9
-75.649	6.45
-68.421	13
-68.121	33.75
-65.489	-15
-59.031	-38.05
-55.633	34.5
-51.349	2.85
-51.082	-51.35
-46.233	-52.4
-43.360	-21.75
-43.189	-43.25
-41.052	-34.45
-39.768	-65.05
-36.260	-50.8
-36.259	-54
-32.880	-84.2
-32.709	-53.25
-31.191	-41.1
-30.969	-37.4
-30.390	-65.45
-29.930	-50.15
-29.122	-62.75
-29.047	-88.65
-28.722	-86.3
-28.458	-87.5
-28.290	-69.35
-27.648	-47.85
-27.299	-58.05
-27.176	-54.8
-27.037	-48.05
-26.971	-39.35
-26.879	-57.05
-26.534	-41.25
-26.438	-36.15
-24.415	-46.25
-24.415	-52.75
-23.982	-42.85
-23.136	-82.95
-23.059	-71.45
-23.006	-119
-22.595	-45.4
-22.387	-41.8
-22.295	-50.85
-22.080	-39.4
-21.720	-61.65
-21.612	-31.4
-21.075	-62.45
-20.947	-115.35
-20.718	-71.35
-20.378	-35.15
-20.318	-23.1
-20.116	-34.25
-20.051	-97.95
-19.946	-53.15
-17.631	-8.45
-15.418	-5.65
-14.495	-22.15
-13.520	-17.1
-11.450	-22.45
-10.908	-82
-8.840	-9.25
-8.583	-9.9
-8.226	-10.4
-7.483	-49.7
-4.656	18.65
-4.462	-1.05
-3.339	-49.4
-2.033	-6.55
-0.863	-3.3
-0.385	17.4
-0.564	-51.85
0.091	18.25
0.666	71.05
0.666	63.5
0.376	35
3.910	18.25
8.138	22.95
8.669	39.4
8.832	-3.9
11.936	37.1
12.200	47.6
12.209	19.45
12.908	35.65
13.713	49.4
14.604	28.35
17.638	20.5
18.835	41.75
19.365	21.7
19.473	15.6
19.609	32.15
19.883	45.5
