11.28 68.54 3.20
10.85 65.56 3.21
10.40 62.52 3.23
9.94 59.43 3.24
9.46 56.27 3.25
8.97 53.06 3.26
8.47 49.80 3.27
7.95 46.49 3.29
7.41 43.12 3.30
6.86 39.71 3.31
6.30 36.26 3.32
5.73 32.76 3.34
5.14 29.23 3.35
4.54 25.66 3.36
3.92 22.06 3.37
3.29 18.43 3.39
2.66 14.77 3.40
2.01 11.10 3.41
1.35 7.41 3.42
0.68 3.71 3.44
0.00 0.0 3.48
-1.01 -5.3 3.50
-2.03 -10.7 3.52
-3.07 -15.9 3.54
-4.12 -21.2 3.56
-5.18 -26.3 3.59
-6.26 -31.5 3.61
-7.33 -36.5 3.63
-8.40 -41.4 3.65
-9.47 -46.1 3.67
-10.54 -50.8 3.69
-11.61 -55.3 3.71
-12.65 -59.5 3.74
-13.68 -63.7 3.76
-14.71 -67.7 3.78
-15.72 -71.4 3.80
-16.70 -75.0 3.82
-17.66 -78.3 3.85
-18.59 -81.5 3.87
-19.50 -84.4 3.89
-20.39 -87.1 3.92
-21.24 -89.7 3.94
-22.06 -92.0 3.96
-22.85 -94.0 3.99
-23.60 -95.9 4.01
-24.33 -97.6 4.03
-25.02 -99.1 4.06
-25.67 -100.4 4.08
-26.29 -101.6 4.10
-26.88 -102.5 4.13
-27.44 -103.3 4.15
-27.96 -103.9 4.18
-28.44 -104.4 4.20
-28.90 -104.7 4.23
-29.33 -104.9 4.25
-29.71 -105.0 4.28
-30.08 -104.9 4.30
-30.40 -104.7 4.33
-30.71 -104.4 4.36
-30.97 -104.0 4.38
-31.21 -103.5 4.41
-31.43 -102.9 4.43
-31.62 -102.2 4.46
-31.78 -101.5 4.49
-31.92 -100.6 4.51
-32.03 -99.7 4.54
-32.11 -98.7 4.56
-32.18 -97.7 4.59
-32.22 -96.6 4.62
-32.24 -95.4 4.65
-32.23 -94.2 4.67
-32.21 -92.9 4.70
-32.17 -91.7 4.73
-32.11 -90.3 4.76
-32.03 -88.9 4.79
-31.93 -87.5 4.81
-31.82 -86.1 4.84
-31.69 -84.6 4.87
-31.54 -83.2 4.90
-31.37 -81.7 4.93
-31.19 -80.1 4.96
-30.99 -78.6 4.99
-30.79 -77.0 5.02
-30.56 -75.5 5.05
