-30.33 -73.9 5.08
-30.08 -72.3 5.11
-29.82 -70.7 5.14
-29.54 -69.1 5.17
-29.25 -67.5 5.20
-28.95 -65.9 5.23
-28.64 -64.3 5.26
-28.32 -62.7 5.29
-27.99 -61.1 5.32
-27.65 -59.5 5.35
-27.30 -57.9 5.39
-26.94 -56.3 5.42
-26.57 -54.7 5.45
-26.19 -53.1 5.48
-25.80 -51.5 5.51
-25.40 -50.0 5.55
-24.99 -48.4 5.58
-24.58 -46.9 5.61
-24.15 -45.3 5.65
-23.72 -43.8 5.68
-23.28 -42.3 5.71
-22.84 -40.8 5.75
-22.38 -39.4 5.78
-21.92 -37.9 5.81
-21.46 -36.5 5.85
-20.98 -35.1 5.88
-20.50 -33.7 5.92
-20.01 -32.3 5.95
-19.51 -30.9 5.99
-19.01 -29.6 6.02
-18.50 -28.3 6.06
-17.99 -27.0 6.10
-17.47 -25.7 6.13
-16.94 -24.4 6.17
-16.42 -23.2 6.20
-15.88 -22.0 6.24
-15.34 -20.8 6.28
-14.79 -19.7 6.32
-14.23 -18.5 6.35
-13.68 -17.4 6.39
-13.12 -16.3 6.43
-12.54 -15.3 6.47
-11.97 -14.3 6.50
-11.39 -13.3 6.54
-10.81 -12.3 6.58
-10.22 -11.3 6.62
-9.63 -10.4 6.66
-9.03 -9.5 6.70
-8.43 -8.7 6.74
-7.82 -7.8 6.78
-7.21 -7.0 6.82
-6.59 -6.2 6.86
-5.97 -5.5 6.90
-5.35 -4.8 6.94
-4.71 -4.1 6.98
-4.08 -3.4 7.02
-3.44 -2.8 7.06
-2.80 -2.2 7.11
-2.15 -1.6 7.15
-1.50 -1.1 7.19
-0.84 -0.6 7.23
-0.19 -0.1 7.28
0.48 0.3 7.32
1.15 0.7 7.36
1.82 1.1 7.41
2.50 1.5 7.45
3.18 1.8 7.49
3.86 2.1 7.54
4.55 2.3 7.58
5.25 2.5 7.63
5.94 2.7 7.67
6.65 2.9 7.72
7.35 3.0 7.76
8.06 3.1 7.81
8.78 3.2 7.86
9.50 3.2 7.90
10.22 3.2 7.95
10.94 3.2 8.00
11.68 3.1 8.04
12.41 3.0 8.09
13.15 2.9 8.14
13.90 2.7 8.19
14.64 2.6 8.24
15.40 2.3 8.29
16.16 2.1 8.33
16.92 1.8 8.38
17.69 1.5 8.43
18.46 1.2 8.48
19.23 0.8 8.53
20.01 0.4 8.58
20.80 0.0 8.63
21.59 -0.5 8.68
22.39 -1.0 8.74
23.19 -1.5 8.79
24.00 -2.0 8.84
24.81 -2.6 8.89
25.62 -3.2 8.94
26.45 -3.8 9.00
27.27 -4.5 9.05
28.11 -5.2 9.10
28.94 -5.9 9.16
29.79 -6.6 9.21
30.64 -7.4 9.27
31.50 -8.2 9.32
32.36 -9.0 9.38
33.23 -9.9 9.43
34.10 -10.7 9.49
34.99 -11.6 9.55
35.87 -12.5 9.60
36.77 -13.5 9.66
37.67 -14.4 9.71
38.59 -15.4 9.77
39.51 -16.5 9.83
40.43 -17.5 9.89
41.37 -18.5 9.95
42.31 -19.6 10.01
43.26 -20.7 10.07
44.22 -21.8 10.13
45.19 -23.0 10.18
46.17 -24.1 10.24
47.16 -25.3 10.31
48.16 -26.5 10.37
49.16 -27.7 10.43
50.19 -28.9 10.49
51.22 -30.1 10.55
52.26 -31.4 10.61
53.32 -32.6 10.68
54.38 -33.9 10.74
55.46 -35.2 10.80
56.56 -36.5 10.87
57.67 -37.8 10.93
58.79 -39.1 11.00
59.93 -40.4 11.06
61.08 -41.7 11.13
62.26 -43.0 11.19
63.45 -44.4 11.26
64.65 -45.7 11.33
65.88 -47.0 11.39
67.13 -48.4 11.46
68.40 -49.7 11.53
69.69 -51.0 11.60
71.00 -52.3 11.67
72.33 -53.6 11.73
73.69 -54.9 11.80
75.09 -56.1 11.87
76.50 -57.4 11.94
77.95 -58.6 12.02
79.42 -59.8 12.09
80.93 -60.9 12.16
82.48 -62.1 12.23
84.06 -63.1 12.30
85.68 -64.2 12.37
87.33 -65.2 12.45
89.04 -66.1 12.52
90.78 -67.0 12.59
92.57 -67.8 12.67
94.41 -68.5 12.74
96.30 -69.2 12.82
98.25 -69.7 12.90
100.25 -70.1 12.97
102.31 -70.5 13.05
104.44 -70.6 13.13
106.63 -70.7 13.20
108.89 -70.6 13.28
111.21 -70.3 13.36
113.61 -69.9 13.44
116.09 -69.2 13.52
118.63 -68.4 13.60
121.26 -67.3 13.68
123.96 -65.9 13.76
126.74 -64.4 13.85
129.59 -62.5 13.93
132.52 -60.3 14.01
135.51 -57.9 14.09
138.58 -55.2 14.17
141.71 -52.2 14.26
