-10.94 -75.13 2.96
-10.74 -73.37 2.97
-10.54 -71.61 2.98
-10.33 -69.85 2.99
-10.13 -68.09 3.00
-9.92 -66.32 3.01
-9.70 -64.55 3.02
-9.49 -62.78 3.03
-9.27 -61.01 3.04
-9.05 -59.24 3.06
-8.83 -57.47 3.07
-8.60 -55.70 3.08
-8.38 -53.94 3.09
-8.15 -52.17 3.10
-7.92 -50.41 3.11
-7.68 -48.64 3.13
-7.44 -46.88 3.14
-7.21 -45.13 3.15
-6.96 -43.38 3.16
-6.72 -41.63 3.17
-6.48 -39.88 3.18
-6.23 -38.14 3.20
-5.98 -36.40 3.21
-5.73 -34.67 3.22
-5.47 -32.95 3.23
-5.22 -31.23 3.24
-4.96 -29.51 3.26
-4.70 -27.80 3.27
-4.44 -26.10 3.28
-4.17 -24.41 3.29
-3.91 -22.72 3.30
-3.64 -21.04 3.32
-3.37 -19.37 3.33
-3.10 -17.71 3.34
-2.82 -16.05 3.35
-2.55 -14.40 3.37
-2.27 -12.76 3.38
-1.99 -11.13 3.39
-1.71 -9.51 3.40
-1.43 -7.90 3.42
-1.15 -6.30 3.43
-0.86 -4.71 3.44
-0.58 -3.13 3.45
-0.29 -1.56 3.47
-0.01 -0.1 3.48
0.41 2.2 3.50
0.83 4.4 3.53
1.26 6.5 3.55
1.69 8.7 3.57
2.13 10.7 3.60
2.56 12.8 3.62
3.01 14.8 3.65
3.46 16.8 3.68
3.91 18.8 3.71
4.37 20.7 3.74
4.83 22.5 3.77
5.30 24.3 3.80
5.78 26.1 3.84
6.26 27.7 3.88
6.75 29.4 3.92
7.24 30.9 3.96
7.75 32.4 4.00
8.26 33.9 4.05
8.78 35.2 4.09
9.30 36.5 4.14
9.83 37.8 4.18
10.37 39.0 4.23
10.91 40.2 4.27
11.45 41.2 4.32
12.01 42.3 4.37
12.56 43.3 4.41
13.12 44.3 4.46
13.68 45.2 4.50
14.25 46.1 4.55
14.82 46.9 4.59
15.39 47.7 4.64
15.96 48.5 4.68
16.55 49.2 4.72
17.13 49.9 4.76
17.71 50.5 4.81
18.30 51.1 4.85
18.89 51.7 4.89
19.48 52.2 4.93
20.08 52.7 4.97
20.68 53.2 5.02
21.28 53.6 5.06
21.88 54.0 5.10
22.49 54.4 5.14
23.10 54.7 5.18
23.71 55.0 5.22
24.31 55.3 5.26
24.92 55.5 5.30
25.54 55.8 5.33
26.15 56.0 5.37
26.76 56.2 5.41
27.37 56.3 5.45
27.98 56.5 5.48
28.60 56.6 5.52
29.21 56.7 5.55
29.82 56.8 5.59
30.43 56.9 5.62
31.03 56.9 5.65
31.64 57.0 5.68
32.24 57.0 5.72
32.83 57.1 5.74
33.43 57.1 5.78
34.02 57.2 5.80
34.60 57.2 5.83
35.18 57.2 5.86
35.76 57.3 5.88
36.32 57.3 5.91
36.89 57.3 5.93
37.45 57.3 5.95
38.00 57.3 5.98
38.55 57.4 6.00
39.09 57.3 6.02
39.63 57.3 6.04
40.17 57.3 6.06
40.70 57.2 6.09
41.23 57.1 6.11
41.75 57.0 6.13
42.26 56.9 6.15
42.77 56.8 6.17
43.28 56.6 6.19
43.77 56.5 6.21
44.24 56.4 6.23
44.69 56.3 6.25
45.12 56.3 6.26
45.51 56.3 6.27
45.88 56.3 6.28
46.21 56.4 6.29
46.50 56.6 6.29
46.74 56.9 6.29
46.92 57.2 6.29
47.04 57.6 6.28
47.12 58.0 6.27
47.14 58.5 6.25
47.10 59.0 6.24
47.02 59.5 6.22
46.88 59.9 6.20
46.71 60.3 6.19
46.49 60.6 6.17
46.23 60.9 6.16
45.94 61.0 6.14
45.61 61.1 6.13
45.25 60.9 6.13
44.89 60.6 6.12
44.49 60.2 6.13
44.05 59.6 6.13
43.59 58.8 6.14
43.08 57.9 6.15
42.51 56.9 6.16
41.90 55.7 6.18
41.23 54.3 6.20
40.46 52.8 6.22
39.61 51.1 6.25
38.66 49.2 6.28
37.59 47.2 6.31
36.37 44.9 6.34
34.96 42.5 6.38
33.37 39.8 6.42
31.56 36.9 6.46
29.48 33.7 6.51
27.06 30.2 6.56
24.27 26.4 6.61
21.00 22.2 6.67
17.25 17.6 6.73
12.85 12.7 6.79
7.76 7.3 6.86
1.93 1.7 6.93
-4.67 -4.0 7.01
-11.96 -9.5 7.09
-19.75 -14.5 7.17
-27.72 -18.6 7.25
-35.52 -21.5 7.34
-42.74 -23.1 7.43
-49.20 -23.6 7.52
-54.80 -23.1 7.61
